STUDY_ID	SAMPLE_ID	PTEN	EGFR	TP53	IDH1
gbm_tcga	TCGA-02-0290-01	-1	2	0	0
gbm_tcga	TCGA-02-0317-01	-1	2	0	0
gbm_tcga	TCGA-02-0321-01	-1	1	-1	0
gbm_tcga	TCGA-02-0324-01	-1	1	0	0
gbm_tcga	TCGA-02-0325-01	-1	1	-1	0
gbm_tcga	TCGA-02-0326-01	0	1	0	0
gbm_tcga	TCGA-02-0330-01	-1	1	0	0
gbm_tcga	TCGA-02-0332-01	-1	1	0	0
gbm_tcga	TCGA-02-0333-01	-1	2	0	0
gbm_tcga	TCGA-02-0337-01	-1	1	0	0
gbm_tcga	TCGA-02-0338-01	-2	0	0	-2
gbm_tcga	TCGA-02-0339-01	0	0	-1	0
gbm_tcga	TCGA-02-0422-01	-1	2	0	0
gbm_tcga	TCGA-02-0430-01	-1	2	0	0
gbm_tcga	TCGA-02-0432-01	0	0	0	0
gbm_tcga	TCGA-02-0440-01	-1	1	0	0
gbm_tcga	TCGA-02-0446-01	-1	1	0	0
gbm_tcga	TCGA-02-0451-01	-1	2	0	0
gbm_tcga	TCGA-02-0456-01	-1	1	-1	0
gbm_tcga	TCGA-06-0146-01	-1	0	0	0
gbm_tcga	TCGA-06-0149-01	-2	1	-1	0
gbm_tcga	TCGA-06-0162-01	-1	2	0	0
gbm_tcga	TCGA-06-0164-01	-1	1	0	0
gbm_tcga	TCGA-06-0175-01	-1	1	0	0
gbm_tcga	TCGA-06-0177-01	-1	1	-1	0
gbm_tcga	TCGA-06-0179-01	-1	2	0	0
gbm_tcga	TCGA-06-0182-01	-1	2	0	-1
gbm_tcga	TCGA-06-0194-01	-1	2	0	0
gbm_tcga	TCGA-06-0394-01	-1	1	0	0
gbm_tcga	TCGA-06-0397-01	0	1	-1	0
gbm_tcga	TCGA-06-0402-01	-1	2	0	0
gbm_tcga	TCGA-06-0409-01	-1	2	1	0
gbm_tcga	TCGA-06-0410-01	-1	-1	-1	0
gbm_tcga	TCGA-06-0412-01	-1	2	0	0
gbm_tcga	TCGA-06-0413-01	0	1	0	0
gbm_tcga	TCGA-06-0414-01	-1	1	1	-1
gbm_tcga	TCGA-08-0509-01	-1	1	0	0
gbm_tcga	TCGA-08-0510-01	-1	1	1	1
gbm_tcga	TCGA-08-0512-01	-2	0	0	0
gbm_tcga	TCGA-08-0514-01	-1	2	0	0
gbm_tcga	TCGA-08-0516-01	0	-1	0	0
gbm_tcga	TCGA-08-0517-01	0	-1	0	0
gbm_tcga	TCGA-08-0518-01	-1	2	0	0
gbm_tcga	TCGA-08-0520-01	-1	1	0	0
gbm_tcga	TCGA-08-0521-01	-1	0	0	0
gbm_tcga	TCGA-08-0524-01	0	0	0	1
gbm_tcga	TCGA-08-0525-01	-1	2	0	0
gbm_tcga	TCGA-08-0529-01	-1	2	0	0
gbm_tcga	TCGA-08-0531-01	-1	2	0	0
gbm_tcga	TCGA-02-0015-01	-1	1	0	0
gbm_tcga	TCGA-02-0016-01	-1	2	0	0
gbm_tcga	TCGA-02-0023-01	-1	2	0	0
gbm_tcga	TCGA-02-0025-01	0	1	0	-1
gbm_tcga	TCGA-02-0026-01	-1	0	0	0
gbm_tcga	TCGA-02-0039-01	-2	0	0	0
gbm_tcga	TCGA-02-0048-01	-1	2	0	0
gbm_tcga	TCGA-02-0051-01	0	1	1	0
gbm_tcga	TCGA-02-0059-01	-2	1	-1	-1
gbm_tcga	TCGA-02-0068-01	-1	2	0	0
gbm_tcga	TCGA-02-0070-01	-1	1	0	0
gbm_tcga	TCGA-02-0104-01	-1	0	-1	0
gbm_tcga	TCGA-08-0244-01	-1	2	0	0
gbm_tcga	TCGA-08-0245-01	-1	1	-1	0
gbm_tcga	TCGA-08-0246-01	-1	2	0	0
gbm_tcga	TCGA-08-0344-01	0	0	0	0
gbm_tcga	TCGA-08-0346-01	-1	1	0	1
gbm_tcga	TCGA-08-0347-01	-2	1	0	0
gbm_tcga	TCGA-08-0348-01	-1	1	0	0
gbm_tcga	TCGA-08-0350-01	0	0	0	0
gbm_tcga	TCGA-08-0351-01	0	0	0	-1
gbm_tcga	TCGA-08-0353-01	-1	2	-1	0
gbm_tcga	TCGA-08-0354-01	-1	2	0	0
gbm_tcga	TCGA-08-0355-01	-1	2	0	0
gbm_tcga	TCGA-08-0356-01	-1	2	0	0
gbm_tcga	TCGA-08-0357-01	-1	2	0	0
gbm_tcga	TCGA-08-0359-01	-1	1	0	0
gbm_tcga	TCGA-08-0375-01	-1	2	0	0
gbm_tcga	TCGA-08-0380-01	-1	1	0	0
gbm_tcga	TCGA-08-0389-01	-1	1	0	0
gbm_tcga	TCGA-08-0390-01	-1	2	-1	0
gbm_tcga	TCGA-08-0392-01	-1	1	0	0
gbm_tcga	TCGA-06-0939-01	-1	1	0	0
gbm_tcga	TCGA-14-4157-01	0	1	0	0
gbm_tcga	TCGA-16-1048-01	-1	2	0	0
gbm_tcga	TCGA-19-2631-01	-1	2	0	0
gbm_tcga	TCGA-26-1439-01	-1	2	0	0
gbm_tcga	TCGA-32-1973-01	-1	0	0	0
gbm_tcga	TCGA-32-1977-01	-1	2	0	0
gbm_tcga	TCGA-32-1978-01	-1	2	0	-1
gbm_tcga	TCGA-32-1987-01	-1	1	-1	0
gbm_tcga	TCGA-32-1991-01	-1	2	0	0
gbm_tcga	TCGA-32-2491-01	-1	1	-1	0
gbm_tcga	TCGA-32-2494-01	-1	2	0	0
gbm_tcga	TCGA-32-2495-01	-1	2	0	0
gbm_tcga	TCGA-32-4208-01	-1	0	0	0
gbm_tcga	TCGA-32-4210-01	-1	1	-1	1
gbm_tcga	TCGA-32-4211-01	-1	1	0	0
gbm_tcga	TCGA-32-4213-01	-1	2	0	0
gbm_tcga	TCGA-32-4719-01	-1	2	0	0
gbm_tcga	TCGA-41-2572-01	-1	2	0	0
gbm_tcga	TCGA-41-3393-01	-1	2	0	0
gbm_tcga	TCGA-41-3915-01	-1	1	-1	0
gbm_tcga	TCGA-41-4097-01	-1	0	1	0
gbm_tcga	TCGA-02-0079-01	-1	1	-1	0
gbm_tcga	TCGA-02-0084-01	-1	0	0	1
gbm_tcga	TCGA-06-0127-01	-1	2	0	0
gbm_tcga	TCGA-06-0152-01	-1	2	-1	-1
gbm_tcga	TCGA-06-0238-01	-1	1	0	0
gbm_tcga	TCGA-06-0644-01	-1	1	-1	0
gbm_tcga	TCGA-06-0645-01	-2	2	0	0
gbm_tcga	TCGA-06-0646-01	-2	2	-2	0
gbm_tcga	TCGA-06-0648-01	-2	1	0	0
gbm_tcga	TCGA-08-0345-01	-1	1	0	0
gbm_tcga	TCGA-08-0349-01	-1	2	0	0
gbm_tcga	TCGA-08-0352-01	-1	2	0	0
gbm_tcga	TCGA-08-0358-01	-1	2	0	0
gbm_tcga	TCGA-08-0386-01	-1	2	-1	1
gbm_tcga	TCGA-12-0615-01	-2	2	0	0
gbm_tcga	TCGA-12-0616-01	-1	2	0	0
gbm_tcga	TCGA-12-0618-01	-1	1	0	0
gbm_tcga	TCGA-12-0619-01	-1	2	-1	0
gbm_tcga	TCGA-12-0620-01	-1	1	0	0
gbm_tcga	TCGA-06-5414-01	-1	2	0	0
gbm_tcga	TCGA-06-5415-01	-1	2	0	0
gbm_tcga	TCGA-06-5416-01	0	0	0	-1
gbm_tcga	TCGA-06-5418-01	-1	1	0	0
gbm_tcga	TCGA-12-5295-01	-1	2	0	0
gbm_tcga	TCGA-12-5299-01	-1	1	0	0
gbm_tcga	TCGA-12-5301-01	-1	1	0	0
gbm_tcga	TCGA-26-5132-01	-1	2	0	0
gbm_tcga	TCGA-26-5133-01	-1	0	-1	0
gbm_tcga	TCGA-26-5134-01	-1	0	0	0
gbm_tcga	TCGA-26-5135-01	-1	1	0	0
gbm_tcga	TCGA-26-5136-01	-1	1	0	0
gbm_tcga	TCGA-26-5139-01	-1	2	0	0
gbm_tcga	TCGA-28-5204-01	-1	2	0	0
gbm_tcga	TCGA-28-5207-01	-1	1	1	0
gbm_tcga	TCGA-28-5208-01	-1	1	0	0
gbm_tcga	TCGA-28-5209-01	-1	2	0	0
gbm_tcga	TCGA-28-5213-01	-2	1	0	0
gbm_tcga	TCGA-28-5214-01	-1	2	0	0
gbm_tcga	TCGA-28-5215-01	-2	1	-1	-1
gbm_tcga	TCGA-28-5216-01	-1	0	0	0
gbm_tcga	TCGA-28-5218-01	0	1	1	1
gbm_tcga	TCGA-28-5219-01	-2	1	0	0
gbm_tcga	TCGA-28-5220-01	-1	1	0	0
gbm_tcga	TCGA-32-5222-01	-1	1	0	0
gbm_tcga	TCGA-76-4925-01	-1	1	-1	0
gbm_tcga	TCGA-76-4926-01	-1	2	0	0
gbm_tcga	TCGA-76-4928-01	-1	1	0	0
gbm_tcga	TCGA-76-4929-01	-1	1	0	0
gbm_tcga	TCGA-76-4931-01	-1	2	0	0
gbm_tcga	TCGA-76-4934-01	-1	1	-1	-1
gbm_tcga	TCGA-76-4935-01	-1	1	0	0
gbm_tcga	TCGA-06-0192-01	-1	1	-2	1
gbm_tcga	TCGA-06-0216-01	-1	2	1	1
gbm_tcga	TCGA-06-0649-01	-1	1	0	-1
gbm_tcga	TCGA-06-0686-01	-2	2	1	0
gbm_tcga	TCGA-06-0743-01	-2	2	1	0
gbm_tcga	TCGA-06-0744-01	-1	2	-1	0
gbm_tcga	TCGA-06-0745-01	-1	2	0	0
gbm_tcga	TCGA-06-0747-01	-1	2	0	0
gbm_tcga	TCGA-06-0749-01	-1	1	0	0
gbm_tcga	TCGA-06-0750-01	-1	2	0	0
gbm_tcga	TCGA-12-0654-01	-1	1	0	0
gbm_tcga	TCGA-12-0656-01	-1	1	0	0
gbm_tcga	TCGA-12-0657-01	-1	2	0	0
gbm_tcga	TCGA-12-0662-01	-1	2	0	0
gbm_tcga	TCGA-12-0688-01	-1	2	0	0
gbm_tcga	TCGA-12-0691-01	-1	1	0	0
gbm_tcga	TCGA-12-0692-01	-2	1	0	0
gbm_tcga	TCGA-12-0703-01	-1	1	0	0
gbm_tcga	TCGA-12-0707-01	-1	2	0	0
gbm_tcga	TCGA-12-0769-01	-1	2	0	0
gbm_tcga	TCGA-12-0772-01	-1	1	-1	0
gbm_tcga	TCGA-12-0773-01	0	1	0	0
gbm_tcga	TCGA-12-0775-01	-2	1	0	0
gbm_tcga	TCGA-12-0776-01	-1	2	0	0
gbm_tcga	TCGA-12-0778-01	-1	2	0	1
gbm_tcga	TCGA-12-0780-01	-1	2	0	0
gbm_tcga	TCGA-15-0742-01	-1	2	0	0
